"id_individual","choice_task","alt1_sq","alt1_farm2","alt1_farm3","alt1_height2","alt1_height3","alt1_redkite","alt1_distance","alt1_cost","alt2_farm2","alt2_farm3","alt2_height2","alt2_height3","alt2_redkite","alt2_distance","alt2_cost","alt3_farm2","alt3_farm3","alt3_height2","alt3_height3","alt3_redkite","alt3_distance","alt3_cost","age","female","education","choice"
178,1,1,0,0,0,0,0,0,0,0,0,1,0,2.5,1,3,1,0,0,1,5,0.25,9,52,0,1,1
178,2,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,52,0,1,2
178,3,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.25,6,1,0,1,0,5,0.5,8,52,0,1,2
178,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,4,0,1,0,1,2.5,0.75,6,52,0,1,2
178,5,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,5,1,0,0,0,2.5,1,4,52,0,1,1
178,6,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,52,0,1,3
178,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,52,0,1,2
178,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,52,0,1,1
178,9,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,52,0,1,1
178,10,1,0,0,0,0,0,0,0,1,0,0,1,5,0.75,2,0,1,1,0,0,0.75,3,52,0,1,1
179,1,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,48,1,1,2
179,2,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,1,0,0,1,0,0,0.5,8,48,1,1,NA
179,3,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,48,1,1,3
179,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,48,1,1,1
179,5,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,48,1,1,NA
179,6,1,0,0,0,0,0,0,0,1,0,0,1,5,1,7,0,1,0,1,-5,0.5,5,48,1,1,3
179,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3,0,1,0,0,-2.5,0.5,3,48,1,1,3
179,8,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,3,0,1,1,0,5,1,4,48,1,1,2
179,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,7,1,0,1,0,-5,0.75,5,48,1,1,NA
179,10,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,48,1,1,2
180,1,1,0,0,0,0,0,0,0,0,1,1,0,2.5,0.75,6,1,0,0,0,0,0.75,2,43,0,1,3
180,2,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,3,1,0,1,0,5,0.75,1,43,0,1,1
180,3,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,43,0,1,3
180,4,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,43,0,1,NA
180,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,4,1,0,0,0,-5,0.75,10,43,0,1,1
180,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0.75,2,0,1,0,1,-5,1,3,43,0,1,3
180,7,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,43,0,1,NA
180,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,6,1,0,0,0,-2.5,1,2,43,0,1,2
180,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,43,0,1,3
180,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,3,0,0,1,0,0,0,5,43,0,1,NA
181,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0.75,10,1,0,1,0,0,0.25,8,22,1,3,NA
181,2,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,22,1,3,1
181,3,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,5,0,0,1,0,-2.5,0.25,10,22,1,3,1
181,4,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,22,1,3,1
181,5,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,22,1,3,1
181,6,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0.75,10,0,1,1,0,2.5,0.25,1,22,1,3,1
181,7,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,22,1,3,NA
181,8,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,22,1,3,NA
181,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,7,0,0,0,1,-5,0,2,22,1,3,NA
181,10,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,22,1,3,1
182,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,27,0,1,1
182,2,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0.75,7,0,0,1,0,-2.5,0.75,5,27,0,1,1
182,3,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,10,0,0,0,1,-5,0.5,9,27,0,1,1
182,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,27,0,1,2
182,5,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,2,0,1,0,0,5,0.75,7,27,0,1,2
182,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,27,0,1,1
182,7,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,27,0,1,1
182,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,27,0,1,NA
182,9,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,27,0,1,1
182,10,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,8,0,1,0,0,-2.5,1,1,27,0,1,1
183,1,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,9,1,0,0,1,0,0.75,6,48,1,3,1
183,2,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,3,1,0,1,0,5,0.75,1,48,1,3,3
183,3,1,0,0,0,0,0,0,0,0,0,0,0,-2.5,0.5,4,1,0,1,0,-2.5,0,1,48,1,3,3
183,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,3,1,0,0,0,-5,0.5,4,48,1,3,1
183,5,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,48,1,3,NA
183,6,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,48,1,3,1
183,7,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,48,1,3,NA
183,8,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,48,1,3,1
183,9,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,8,0,0,0,0,-5,0.5,9,48,1,3,1
183,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,48,1,3,1
184,1,1,0,0,0,0,0,0,0,1,0,1,0,5,0,7,1,0,0,0,2.5,1,2,62,1,1,3
184,2,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,62,1,1,2
184,3,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,62,1,1,1
184,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,62,1,1,1
184,5,1,0,0,0,0,0,0,0,0,1,0,0,5,0.75,10,1,0,1,0,0,0.25,8,62,1,1,1
184,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,62,1,1,3
184,7,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,8,0,1,0,0,-2.5,1,1,62,1,1,3
184,8,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,3,1,0,1,0,5,0.75,1,62,1,1,1
184,9,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,4,0,1,1,0,0,0,4,62,1,1,2
184,10,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.75,5,1,0,0,1,2.5,0.5,4,62,1,1,2
185,1,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,58,0,1,1
185,2,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,1,0,0,1,5,0.5,8,58,0,1,1
185,3,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0,2,0,1,1,0,-2.5,1,5,58,0,1,1
185,4,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,58,0,1,3
185,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.75,5,1,0,0,1,2.5,0.5,4,58,0,1,3
185,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,58,0,1,1
185,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,4,0,1,0,1,2.5,0.75,6,58,0,1,1
185,8,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,58,0,1,1
185,9,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,58,0,1,1
185,10,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,8,0,0,0,0,-5,0.5,9,58,0,1,1
186,1,1,0,0,0,0,0,0,0,1,0,0,1,5,0.75,2,0,1,1,0,0,0.75,3,63,1,1,1
186,2,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,5,1,0,0,0,2.5,1,4,63,1,1,1
186,3,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,2,1,0,0,1,-5,0.5,2,63,1,1,3
186,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,1,0,0,-5,0,8,63,1,1,1
186,5,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,10,0,0,1,0,5,0.75,1,63,1,1,1
186,6,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,63,1,1,1
186,7,1,0,0,0,0,0,0,0,1,0,1,0,5,0,10,1,0,0,1,5,0.5,5,63,1,1,1
186,8,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,63,1,1,1
186,9,1,0,0,0,0,0,0,0,0,1,1,0,5,0.5,2,1,0,0,0,2.5,0.5,8,63,1,1,1
186,10,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,63,1,1,1
187,1,1,0,0,0,0,0,0,0,1,0,1,0,5,0,10,1,0,0,1,5,0.5,5,51,0,2,1
187,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,51,0,2,2
187,3,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,4,1,0,1,0,-2.5,1,9,51,0,2,1
187,4,1,0,0,0,0,0,0,0,0,1,0,0,5,0.75,4,0,0,0,1,-2.5,0.5,1,51,0,2,3
187,5,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,51,0,2,1
187,6,1,0,0,0,0,0,0,0,0,1,0,1,-2.5,0.5,3,0,1,1,0,-5,0,1,51,0,2,1
187,7,1,0,0,0,0,0,0,0,0,1,1,0,5,0.5,2,1,0,0,0,2.5,0.5,8,51,0,2,2
187,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,51,0,2,1
187,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0.25,4,0,0,0,0,0,1,6,51,0,2,1
187,10,1,0,0,0,0,0,0,0,1,0,1,0,-5,0.75,9,0,0,0,0,2.5,0,2,51,0,2,NA
188,1,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,34,1,2,1
188,2,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,34,1,2,3
188,3,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,34,1,2,2
188,4,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,6,0,0,1,0,-2.5,0.25,6,34,1,2,1
188,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,7,0,0,0,1,-5,0,2,34,1,2,3
188,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,34,1,2,2
188,7,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,10,0,0,0,1,-5,0.5,9,34,1,2,NA
188,8,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,4,0,1,1,0,0,0,4,34,1,2,NA
188,9,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,1,0,1,0,0,0,2,34,1,2,NA
188,10,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,34,1,2,1
189,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,7,1,0,1,0,-5,0.75,5,44,1,3,1
189,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,44,1,3,2
189,3,1,0,0,0,0,0,0,0,0,1,1,0,5,0.5,2,1,0,0,0,2.5,0.5,8,44,1,3,1
189,4,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.25,6,1,0,1,0,5,0.5,8,44,1,3,1
189,5,1,0,0,0,0,0,0,0,0,1,1,0,2.5,0.75,6,1,0,0,0,0,0.75,2,44,1,3,1
189,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,44,1,3,NA
189,7,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,4,1,0,1,0,-2.5,1,9,44,1,3,2
189,8,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.75,4,1,0,0,0,-5,0,6,44,1,3,2
189,9,1,0,0,0,0,0,0,0,0,0,0,1,-5,0.5,5,1,0,0,0,-5,0.5,9,44,1,3,2
189,10,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,44,1,3,NA
190,1,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,26,0,1,1
190,2,1,0,0,0,0,0,0,0,0,1,1,0,5,0.5,2,1,0,0,0,2.5,0.5,8,26,0,1,NA
190,3,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,26,0,1,1
190,4,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.5,1,0,0,0,1,0,0,3,26,0,1,NA
190,5,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,26,0,1,3
190,6,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,8,0,1,0,0,-2.5,1,1,26,0,1,3
190,7,1,0,0,0,0,0,0,0,1,0,0,1,5,0.25,8,0,1,1,0,2.5,0.25,10,26,0,1,1
190,8,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,26,0,1,2
190,9,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,4,0,1,1,0,0,0,4,26,0,1,2
190,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,26,0,1,1
191,1,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,60,1,3,1
191,2,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,60,1,3,3
191,3,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,60,1,3,1
191,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,60,1,3,2
191,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0.75,2,0,1,0,1,-5,1,3,60,1,3,1
191,6,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,1,0,0,1,5,0.5,8,60,1,3,1
191,7,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,1,0,1,0,2.5,0.25,7,60,1,3,1
191,8,1,0,0,0,0,0,0,0,1,0,0,1,5,0.25,8,0,1,1,0,2.5,0.25,10,60,1,3,NA
191,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,60,1,3,1
191,10,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,0,-2.5,0.25,7,60,1,3,1
192,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,42,0,2,2
192,2,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,42,0,2,2
192,3,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,1,0,0,1,0,0,0.5,8,42,0,2,NA
192,4,1,0,0,0,0,0,0,0,0,1,0,1,-2.5,0.5,3,0,1,1,0,-5,0,1,42,0,2,3
192,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,4,1,0,0,0,-5,0.75,10,42,0,2,3
192,6,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,9,0,1,0,1,5,0.25,9,42,0,2,3
192,7,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,42,0,2,3
192,8,1,0,0,0,0,0,0,0,1,0,1,0,5,0,7,1,0,0,0,2.5,1,2,42,0,2,NA
192,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6,0,1,0,1,5,1,9,42,0,2,2
192,10,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,42,0,2,1
193,1,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,4,1,0,1,0,-2.5,1,9,55,0,3,2
193,2,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,55,0,3,1
193,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3,0,1,0,0,-2.5,0.5,3,55,0,3,2
193,4,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,55,0,3,2
193,5,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,55,0,3,1
193,6,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,55,0,3,1
193,7,1,0,0,0,0,0,0,0,1,0,1,0,5,0,7,1,0,0,0,2.5,1,2,55,0,3,1
193,8,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,55,0,3,3
193,9,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,55,0,3,3
193,10,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,1,1,0,0,0,1,2.5,0.75,10,55,0,3,1
194,1,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.5,1,0,0,0,1,0,0,3,46,0,1,2
194,2,1,0,0,0,0,0,0,0,0,1,1,0,2.5,0.75,6,1,0,0,0,0,0.75,2,46,0,1,3
194,3,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0.75,10,0,1,1,0,2.5,0.25,1,46,0,1,1
194,4,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,46,0,1,1
194,5,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,46,0,1,2
194,6,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,1,0,0,1,0,0,0.5,8,46,0,1,2
194,7,1,0,0,0,0,0,0,0,0,1,0,1,-5,0,2,1,0,0,1,2.5,0.25,2,46,0,1,2
194,8,1,0,0,0,0,0,0,0,0,0,0,0,-5,1,6,0,1,1,0,5,0.5,8,46,0,1,2
194,9,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,4,1,0,1,0,-2.5,1,9,46,0,1,1
194,10,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,46,0,1,NA
195,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,53,0,2,1
195,2,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,53,0,2,1
195,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,7,0,0,0,1,-5,0,2,53,0,2,1
195,4,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,1,1,0,0,0,1,2.5,0.75,10,53,0,2,2
195,5,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,53,0,2,3
195,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,6,1,0,0,0,-2.5,1,2,53,0,2,3
195,7,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,53,0,2,1
195,8,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.5,7,1,0,1,0,5,0,10,53,0,2,1
195,9,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,1,0,1,0,2.5,0.25,7,53,0,2,1
195,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,53,0,2,2
196,1,1,0,0,0,0,0,0,0,0,1,0,1,-5,0,2,1,0,0,1,2.5,0.25,2,62,0,2,1
196,2,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,62,0,2,3
196,3,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,62,0,2,3
196,4,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,62,0,2,1
196,5,1,0,0,0,0,0,0,0,1,0,0,1,5,0.75,2,0,1,1,0,0,0.75,3,62,0,2,1
196,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,62,0,2,3
196,7,1,0,0,0,0,0,0,0,0,0,1,0,2.5,1,3,1,0,0,1,5,0.25,9,62,0,2,2
196,8,1,0,0,0,0,0,0,0,1,0,1,0,-5,0.75,9,0,0,0,0,2.5,0,2,62,0,2,3
196,9,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,62,0,2,2
196,10,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,62,0,2,3
197,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0.75,4,0,0,0,1,-2.5,0.5,1,42,1,1,3
197,2,1,0,0,0,0,0,0,0,0,1,1,0,5,0.5,2,1,0,0,0,2.5,0.5,8,42,1,1,2
197,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,3,1,0,0,0,-5,0.5,4,42,1,1,2
197,4,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,42,1,1,NA
197,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,42,1,1,2
197,6,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,42,1,1,1
197,7,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,1,0,0,1,5,0.5,8,42,1,1,2
197,8,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,6,0,1,1,0,5,0,3,42,1,1,NA
197,9,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,42,1,1,NA
197,10,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,10,0,0,0,1,-5,0.5,9,42,1,1,3
198,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,36,1,2,1
198,2,1,0,0,0,0,0,0,0,0,1,0,1,-5,0.25,10,1,0,0,1,-5,0,4,36,1,2,1
198,3,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,8,0,1,0,0,-2.5,1,1,36,1,2,3
198,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,36,1,2,NA
198,5,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,36,1,2,1
198,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,1,0,0,-5,0,8,36,1,2,1
198,7,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,7,0,0,0,1,-5,0,2,36,1,2,3
198,8,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,36,1,2,2
198,9,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,36,1,2,1
198,10,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,10,0,0,0,1,-5,0.5,9,36,1,2,1
199,1,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,58,1,3,3
199,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,58,1,3,1
199,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3,0,1,0,0,-2.5,0.5,3,58,1,3,NA
199,4,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,58,1,3,2
199,5,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,10,0,0,1,0,5,0.75,1,58,1,3,3
199,6,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,5,0,0,1,0,-2.5,0.25,10,58,1,3,NA
199,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,58,1,3,2
199,8,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,58,1,3,1
199,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,3,0,0,1,0,0,0,5,58,1,3,1
199,10,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,58,1,3,1
200,1,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,1,0,0,1,5,0.5,8,48,0,1,1
200,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,3,0,0,1,0,0,0,5,48,0,1,3
200,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0.75,2,0,1,0,1,-5,1,3,48,0,1,NA
200,4,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,48,0,1,1
200,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,48,0,1,1
200,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6,0,1,0,1,5,1,9,48,0,1,1
200,7,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,48,0,1,NA
